Step: 150, Train_loss:4.26633
Step: 3650, Train_loss:0.414367
Step: 3700, Train_loss:0.470707
Step: 3750, Train_loss:0.55502
Step: 3800, Train_loss:0.415447
Step: 3850, Train_loss:0.410756
Step: 3900, Train_loss:0.361187
Step: 3950, Train_loss:0.371808
Step: 4000, Train_loss:0.370756
Step: 4050, Train_loss:0.357938
Step: 4100, Train_loss:0.427001
Step: 4150, Train_loss:0.442031
Step: 4200, Train_loss:0.446806
Step: 4250, Train_loss:0.466707
Step: 4300, Train_loss:0.351908
Step: 4350, Train_loss:0.412502
Step: 4400, Train_loss:0.394175
Step: 4450, Train_loss:0.430376
Step: 4500, Train_loss:0.379939
Step: 4550, Train_loss:0.410389
Step: 4600, Train_loss:0.359041
Step: 4650, Train_loss:0.399829
Step: 4700, Train_loss:0.523337
Step: 4750, Train_loss:0.455323
Step: 4800, Train_loss:0.42601
Step: 4850, Train_loss:0.413447
Step: 4900, Train_loss:0.386745
Step: 4950, Train_loss:0.413044
Step: 5000, Train_loss:0.441933
2018-10-24 21:18:41.738259 ---> Validation_loss: 0.383976
* test result update.
Step: 5050, Train_loss:0.369062
Step: 5100, Train_loss:0.412246
Step: 5150, Train_loss:0.298575
Step: 5200, Train_loss:0.420053
Step: 5250, Train_loss:0.396586
Step: 5300, Train_loss:0.376485
Step: 5350, Train_loss:0.29049
Step: 5400, Train_loss:0.387806
Step: 5450, Train_loss:0.339005
Step: 5500, Train_loss:0.453633
Step: 5550, Train_loss:0.371875
Step: 5600, Train_loss:0.396652
Step: 5650, Train_loss:0.452181
Step: 5700, Train_loss:0.361284
Step: 5750, Train_loss:0.389167
Step: 5800, Train_loss:0.363424
Step: 5850, Train_loss:0.395029
Step: 5900, Train_loss:0.33751
Step: 5950, Train_loss:0.442966
Step: 6000, Train_loss:0.362125
Step: 6050, Train_loss:0.31625
Step: 6100, Train_loss:0.369435
Step: 6150, Train_loss:0.40365
Step: 6200, Train_loss:0.345696
Step: 6250, Train_loss:0.402898
Step: 6300, Train_loss:0.294647
Step: 6350, Train_loss:0.359252
Step: 6400, Train_loss:0.411921
Step: 6450, Train_loss:0.306885
Step: 6500, Train_loss:0.372058
Step: 6550, Train_loss:0.421246
Step: 6600, Train_loss:0.313605
Step: 6650, Train_loss:0.373701
Step: 6700, Train_loss:0.438645
Step: 6750, Train_loss:0.453144
Step: 6800, Train_loss:0.283288
Step: 6850, Train_loss:0.35022
Step: 6900, Train_loss:0.450111
Step: 6950, Train_loss:0.371504
Step: 7000, Train_loss:0.367827
Step: 7050, Train_loss:0.414357
Step: 7100, Train_loss:0.340781
Step: 7150, Train_loss:0.332928
Step: 7200, Train_loss:0.447503
Step: 7250, Train_loss:0.378151
Step: 7300, Train_loss:0.403983
Step: 7350, Train_loss:0.35329
Step: 7400, Train_loss:0.320776
Step: 7450, Train_loss:0.404541
Step: 7500, Train_loss:0.441161
Step: 7550, Train_loss:0.405671
Step: 7600, Train_loss:0.328552
Step: 7650, Train_loss:0.426863
Step: 7700, Train_loss:0.380764
Step: 7750, Train_loss:0.348257
Step: 7800, Train_loss:0.327915
****************** Epochs completed: 10******************
Step: 7850, Train_loss:0.390733
Step: 7900, Train_loss:0.34435
Step: 7950, Train_loss:0.417619
Step: 8000, Train_loss:0.349749
Step: 8050, Train_loss:0.355586
Step: 8100, Train_loss:0.40545
Step: 8150, Train_loss:0.26972
Step: 8200, Train_loss:0.332184
Step: 8250, Train_loss:0.275047
Step: 8300, Train_loss:0.288519
Step: 8350, Train_loss:0.299103
Step: 8400, Train_loss:0.28394
Step: 8450, Train_loss:0.321255
Step: 8500, Train_loss:0.316728
Step: 8550, Train_loss:0.351195
Step: 8600, Train_loss:0.372712
Step: 8650, Train_loss:0.322398
Step: 8700, Train_loss:0.365306
Step: 8750, Train_loss:0.362746
Step: 8800, Train_loss:0.240742
Step: 8850, Train_loss:0.349378
Step: 8900, Train_loss:0.346374
Step: 8950, Train_loss:0.32451
Step: 9000, Train_loss:0.403359
Step: 9050, Train_loss:0.32161
Step: 9100, Train_loss:0.298709
Step: 9150, Train_loss:0.296858
Step: 9200, Train_loss:0.388921
Step: 9250, Train_loss:0.304721
Step: 9300, Train_loss:0.30077
Step: 9350, Train_loss:0.292102
Step: 9400, Train_loss:0.372384
Step: 9450, Train_loss:0.259989
Step: 9500, Train_loss:0.337247
Step: 9550, Train_loss:0.272549
Step: 9600, Train_loss:0.370268
Step: 9650, Train_loss:0.363352
Step: 9700, Train_loss:0.424841
Step: 9750, Train_loss:0.335444
Step: 9800, Train_loss:0.400693
Step: 9850, Train_loss:0.34721
Step: 9900, Train_loss:0.263243
Step: 9950, Train_loss:0.338328
Step: 10000, Train_loss:0.349952
2018-10-24 21:46:03.813345 ---> Validation_loss: 0.390357
* test result update.
Step: 10050, Train_loss:0.349919
Step: 10100, Train_loss:0.320438
Step: 10150, Train_loss:0.255265
Step: 10200, Train_loss:0.30224
Step: 10250, Train_loss:0.316513
Step: 10300, Train_loss:0.332731
Step: 10350, Train_loss:0.357829
Step: 10400, Train_loss:0.292741
Step: 10450, Train_loss:0.352174
Step: 10500, Train_loss:0.29772
Step: 10550, Train_loss:0.288615
Step: 10600, Train_loss:0.406083
Step: 10650, Train_loss:0.404807
Step: 10700, Train_loss:0.293078
Step: 10750, Train_loss:0.297906
Step: 10800, Train_loss:0.323782
Step: 10850, Train_loss:0.293299
Step: 10900, Train_loss:0.329413
Step: 10950, Train_loss:0.268943
Step: 11000, Train_loss:0.298524
Step: 11050, Train_loss:0.361746
Step: 11100, Train_loss:0.298109
Step: 11150, Train_loss:0.281226
Step: 11200, Train_loss:0.241674
Step: 11250, Train_loss:0.291115
Step: 11300, Train_loss:0.242128
Step: 11350, Train_loss:0.37064
Step: 11400, Train_loss:0.347957
Step: 11450, Train_loss:0.312641
Step: 11500, Train_loss:0.376403
Step: 11550, Train_loss:0.33834
Step: 11600, Train_loss:0.253029
Step: 11650, Train_loss:0.303407
Step: 11700, Train_loss:0.367965
Step: 11750, Train_loss:0.248542
Step: 11800, Train_loss:0.318356
Step: 11850, Train_loss:0.297407
Step: 11900, Train_loss:0.295324
Step: 11950, Train_loss:0.38629
Step: 12000, Train_loss:0.29684
Step: 12050, Train_loss:0.287763
Step: 12100, Train_loss:0.329762
Step: 12150, Train_loss:0.339827
Step: 12200, Train_loss:0.240191
Step: 12250, Train_loss:0.334619
Step: 12300, Train_loss:0.328968
Step: 12350, Train_loss:0.31073
Step: 12400, Train_loss:0.39764
Step: 12450, Train_loss:0.261986
Step: 12500, Train_loss:0.284905
Step: 12550, Train_loss:0.310457
Step: 12600, Train_loss:0.274166
Step: 12650, Train_loss:0.283736
Step: 12700, Train_loss:0.30117
Step: 12750, Train_loss:0.315975
Step: 12800, Train_loss:0.314785
Step: 12850, Train_loss:0.304975
Step: 12900, Train_loss:0.355889
Step: 12950, Train_loss:0.268149
Step: 13000, Train_loss:0.338382
Step: 13050, Train_loss:0.331735
Step: 13100, Train_loss:0.311353
Step: 13150, Train_loss:0.329259
Step: 13200, Train_loss:0.31315
Step: 13250, Train_loss:0.270937
Step: 13300, Train_loss:0.277533
Step: 13350, Train_loss:0.311029
Step: 13400, Train_loss:0.266895
Step: 13450, Train_loss:0.261417
Step: 13500, Train_loss:0.306983
Step: 13550, Train_loss:0.297134
Step: 13600, Train_loss:0.325854
Step: 13650, Train_loss:0.253308
Step: 13700, Train_loss:0.350205
Step: 13750, Train_loss:0.327648
Step: 13800, Train_loss:0.279528
Step: 13850, Train_loss:0.348962
Step: 13900, Train_loss:0.248608
Step: 13950, Train_loss:0.344325
Step: 14000, Train_loss:0.360379
Step: 14050, Train_loss:0.258393
Step: 14100, Train_loss:0.204793
Step: 14150, Train_loss:0.236495
Step: 14200, Train_loss:0.332384
Step: 14250, Train_loss:0.22184
Step: 14300, Train_loss:0.283075
Step: 14350, Train_loss:0.303098
Step: 14400, Train_loss:0.273987
Step: 14450, Train_loss:0.287436
Step: 14500, Train_loss:0.298705
Step: 14550, Train_loss:0.291766
Step: 14600, Train_loss:0.323807
Step: 14650, Train_loss:0.249458
Step: 14700, Train_loss:0.314341
Step: 14750, Train_loss:0.292819
Step: 14800, Train_loss:0.372074
Step: 14850, Train_loss:0.362098
Step: 14900, Train_loss:0.306364
Step: 14950, Train_loss:0.327403
Step: 15000, Train_loss:0.296107
2018-10-24 22:13:31.019475 ---> Validation_loss: 0.439413
* test result update.
Step: 15050, Train_loss:0.347281
Step: 15100, Train_loss:0.267988
Step: 15150, Train_loss:0.296167
Step: 15200, Train_loss:0.23274
Step: 15250, Train_loss:0.253228
Step: 15300, Train_loss:0.261279
Step: 15350, Train_loss:0.295472
Step: 15400, Train_loss:0.312555
Step: 15450, Train_loss:0.334202
Step: 15500, Train_loss:0.263636
Step: 15550, Train_loss:0.321048
Step: 15600, Train_loss:0.242643
Step: 15650, Train_loss:0.342994
****************** Epochs completed: 20******************
Step: 15700, Train_loss:0.275482
Step: 15750, Train_loss:0.290627
Step: 15800, Train_loss:0.326895
Step: 15850, Train_loss:0.30557
Step: 15900, Train_loss:0.224928
Step: 15950, Train_loss:0.311689
Step: 16000, Train_loss:0.346932
Step: 16050, Train_loss:0.330161
Step: 16100, Train_loss:0.344141
Step: 16150, Train_loss:0.312723
Step: 16200, Train_loss:0.274217
Step: 16250, Train_loss:0.225773
Step: 16300, Train_loss:0.296814
Step: 16350, Train_loss:0.304944
Step: 16400, Train_loss:0.32352
Step: 16450, Train_loss:0.2719
Step: 16500, Train_loss:0.215742
Step: 16550, Train_loss:0.303992
Step: 16600, Train_loss:0.246378
Step: 16650, Train_loss:0.262376
Step: 16700, Train_loss:0.265158
Step: 16750, Train_loss:0.257784
Step: 16800, Train_loss:0.278883
Step: 16850, Train_loss:0.303702
Step: 16900, Train_loss:0.259424
Step: 16950, Train_loss:0.230705
Step: 17000, Train_loss:0.328174
Step: 17050, Train_loss:0.294255
Step: 17100, Train_loss:0.285669
Step: 17150, Train_loss:0.286737
Step: 17200, Train_loss:0.261492
Step: 17250, Train_loss:0.214636
Step: 17300, Train_loss:0.320246
Step: 17350, Train_loss:0.251292
Step: 17400, Train_loss:0.289725
Step: 17450, Train_loss:0.29828
Step: 17500, Train_loss:0.263245
Step: 17550, Train_loss:0.27468
Step: 17600, Train_loss:0.337205
Step: 17650, Train_loss:0.319745
Step: 17700, Train_loss:0.270507
Step: 17750, Train_loss:0.282184
Step: 17800, Train_loss:0.258321
Step: 17850, Train_loss:0.276095
Step: 17900, Train_loss:0.308841
Step: 17950, Train_loss:0.204197
Step: 18000, Train_loss:0.252796
Step: 18050, Train_loss:0.240654
Step: 18100, Train_loss:0.232045
Step: 18150, Train_loss:0.232581
Step: 18200, Train_loss:0.285037
Step: 18250, Train_loss:0.281621
Step: 18300, Train_loss:0.309946
Step: 18350, Train_loss:0.303316
Step: 18400, Train_loss:0.248128
Step: 18450, Train_loss:0.241808
Step: 18500, Train_loss:0.318644
Step: 18550, Train_loss:0.213881
Step: 18600, Train_loss:0.276926
Step: 18650, Train_loss:0.254785
Step: 18700, Train_loss:0.206537
Step: 18750, Train_loss:0.260542
Step: 18800, Train_loss:0.349453
Step: 18850, Train_loss:0.332274
Step: 18900, Train_loss:0.332708
Step: 18950, Train_loss:0.303467
Step: 19000, Train_loss:0.222676
Step: 19050, Train_loss:0.252103
Step: 19100, Train_loss:0.274254
Step: 19150, Train_loss:0.223143
Step: 19200, Train_loss:0.28205
Step: 19250, Train_loss:0.252487
Step: 19300, Train_loss:0.270658
Step: 19350, Train_loss:0.298852
Step: 19400, Train_loss:0.243726
Step: 19450, Train_loss:0.249397
Step: 19500, Train_loss:0.297681
Step: 19550, Train_loss:0.284541
Step: 19600, Train_loss:0.250183
Step: 19650, Train_loss:0.254146
Step: 19700, Train_loss:0.231539
Step: 19750, Train_loss:0.245274
Step: 19800, Train_loss:0.271042
Step: 19850, Train_loss:0.30362
Step: 19900, Train_loss:0.257004
Step: 19950, Train_loss:0.291552
Step: 20000, Train_loss:0.321224
2018-10-24 22:40:56.788462 ---> Validation_loss: 0.641819
* test result update.
Step: 20050, Train_loss:0.305575
Step: 20100, Train_loss:0.293908
Step: 20150, Train_loss:0.216534
Step: 20200, Train_loss:0.291467
Step: 20250, Train_loss:0.271736
Step: 20300, Train_loss:0.297981
Step: 20350, Train_loss:0.317296
Step: 20400, Train_loss:0.197516
Step: 20450, Train_loss:0.225814
Step: 20500, Train_loss:0.25572
Step: 20550, Train_loss:0.289466
Step: 20600, Train_loss:0.326193
Step: 20650, Train_loss:0.303633
Step: 20700, Train_loss:0.237073
Step: 20750, Train_loss:0.257911
Step: 20800, Train_loss:0.265566
Step: 20850, Train_loss:0.277839
Step: 20900, Train_loss:0.290489
Step: 20950, Train_loss:0.280293
Step: 21000, Train_loss:0.282885
Step: 21050, Train_loss:0.308657
Step: 21100, Train_loss:0.224599
Step: 21150, Train_loss:0.290015
Step: 21200, Train_loss:0.267382
Step: 21250, Train_loss:0.370659
Step: 21300, Train_loss:0.274926
Step: 21350, Train_loss:0.307485
Step: 21400, Train_loss:0.269282
Step: 21450, Train_loss:0.282421
Step: 21500, Train_loss:0.297665
Step: 21550, Train_loss:0.289437
Step: 21600, Train_loss:0.269506
Step: 21650, Train_loss:0.236558
Step: 21700, Train_loss:0.300781
Step: 21750, Train_loss:0.288267
Step: 21800, Train_loss:0.225721
Step: 21850, Train_loss:0.260161
Step: 21900, Train_loss:0.281061
Step: 21950, Train_loss:0.243082
Step: 22000, Train_loss:0.246015
Step: 22050, Train_loss:0.250278
Step: 22100, Train_loss:0.254346
Step: 22150, Train_loss:0.216909
Step: 22200, Train_loss:0.333123
Step: 22250, Train_loss:0.221929
Step: 22300, Train_loss:0.264699
Step: 22350, Train_loss:0.229444
Step: 22400, Train_loss:0.231319
Step: 22450, Train_loss:0.24945
Step: 22500, Train_loss:0.254467
Step: 22550, Train_loss:0.297987
Step: 22600, Train_loss:0.236195
Step: 22650, Train_loss:0.241939
Step: 22700, Train_loss:0.298955
Step: 22750, Train_loss:0.263185
Step: 22800, Train_loss:0.225952
Step: 22850, Train_loss:0.187791
Step: 22900, Train_loss:0.211204
Step: 22950, Train_loss:0.270958
Step: 23000, Train_loss:0.307485
Step: 23050, Train_loss:0.229944
Step: 23100, Train_loss:0.228179
Step: 23150, Train_loss:0.285199
Step: 23200, Train_loss:0.235703
Step: 23250, Train_loss:0.267424
Step: 23300, Train_loss:0.288683
Step: 23350, Train_loss:0.229811
Step: 23400, Train_loss:0.304868
Step: 23450, Train_loss:0.276342
Step: 23500, Train_loss:0.197599
****************** Epochs completed: 30******************
Step: 23550, Train_loss:0.190108
Step: 23600, Train_loss:0.186982
Step: 23650, Train_loss:0.213693
Step: 23700, Train_loss:0.230754
Step: 23750, Train_loss:0.221837
Step: 23800, Train_loss:0.233578
Step: 23850, Train_loss:0.231469
Step: 23900, Train_loss:0.204012
Step: 23950, Train_loss:0.260476
Step: 24000, Train_loss:0.287795
Step: 24050, Train_loss:0.247663
Step: 24100, Train_loss:0.260364
Step: 24150, Train_loss:0.280327
Step: 24200, Train_loss:0.201339
Step: 24250, Train_loss:0.273101
Step: 24300, Train_loss:0.248246
Step: 24350, Train_loss:0.308217
Step: 24400, Train_loss:0.261954
Step: 24450, Train_loss:0.232875
Step: 24500, Train_loss:0.232417
Step: 24550, Train_loss:0.21232
Step: 24600, Train_loss:0.226697
Step: 24650, Train_loss:0.247592
Step: 24700, Train_loss:0.218459
Step: 24750, Train_loss:0.213163
Step: 24800, Train_loss:0.243666
Step: 24850, Train_loss:0.19921
Step: 24900, Train_loss:0.242324
Step: 24950, Train_loss:0.287342
Step: 25000, Train_loss:0.294923
2018-10-24 23:08:24.015566 ---> Validation_loss: 0.786876
* test result update.
Step: 25050, Train_loss:0.212482
Step: 25100, Train_loss:0.294381
Step: 25150, Train_loss:0.278657
Step: 25200, Train_loss:0.248103
Step: 25250, Train_loss:0.231094
Step: 25300, Train_loss:0.215797
Step: 25350, Train_loss:0.255788
Step: 25400, Train_loss:0.340923
Step: 25450, Train_loss:0.215945
Step: 25500, Train_loss:0.298384
Step: 25550, Train_loss:0.212624
Step: 25600, Train_loss:0.261238
Step: 25650, Train_loss:0.307374
Step: 25700, Train_loss:0.237019
Step: 25750, Train_loss:0.243229
Step: 25800, Train_loss:0.202719
Step: 25850, Train_loss:0.228472
Step: 25900, Train_loss:0.258648
Step: 25950, Train_loss:0.258531
Step: 26000, Train_loss:0.285664
Step: 26050, Train_loss:0.277785
Step: 26100, Train_loss:0.286763
Step: 26150, Train_loss:0.278516
Step: 26200, Train_loss:0.234431
Step: 26250, Train_loss:0.206666
Step: 26300, Train_loss:0.322953
Step: 26350, Train_loss:0.260337
Step: 26400, Train_loss:0.305361
Step: 26450, Train_loss:0.251339
Step: 26500, Train_loss:0.218746
Step: 26550, Train_loss:0.276475
Step: 26600, Train_loss:0.239004
Step: 26650, Train_loss:0.197071
Step: 26700, Train_loss:0.222589
Step: 26750, Train_loss:0.244946
Step: 26800, Train_loss:0.205016
Step: 26850, Train_loss:0.214271
Step: 26900, Train_loss:0.222342
Step: 26950, Train_loss:0.232016
Step: 27000, Train_loss:0.329506
Step: 27050, Train_loss:0.234759
Step: 27100, Train_loss:0.219705
Step: 27150, Train_loss:0.228134
Step: 27200, Train_loss:0.327279
Step: 27250, Train_loss:0.283732
Step: 27300, Train_loss:0.217936
Step: 27350, Train_loss:0.294632
Step: 27400, Train_loss:0.210402
Step: 27450, Train_loss:0.259213
Step: 27500, Train_loss:0.204765
Step: 27550, Train_loss:0.235302
Step: 27600, Train_loss:0.19982
Step: 27650, Train_loss:0.234068
Step: 27700, Train_loss:0.209535
Step: 27750, Train_loss:0.21217
Step: 27800, Train_loss:0.272353
Step: 27850, Train_loss:0.250386
Step: 27900, Train_loss:0.254793
Step: 27950, Train_loss:0.224357
Step: 28000, Train_loss:0.263319
Step: 28050, Train_loss:0.230343
Step: 28100, Train_loss:0.285109
Step: 28150, Train_loss:0.291528
Step: 28200, Train_loss:0.209526
Step: 28250, Train_loss:0.289474
Step: 28300, Train_loss:0.222539
Step: 28350, Train_loss:0.240112
Step: 28400, Train_loss:0.298635
Step: 28450, Train_loss:0.211179
Step: 28500, Train_loss:0.222818
Step: 28550, Train_loss:0.240885
Step: 28600, Train_loss:0.258491
Step: 28650, Train_loss:0.230666
Step: 28700, Train_loss:0.24954
Step: 28750, Train_loss:0.262688
Step: 28800, Train_loss:0.228726
Step: 28850, Train_loss:0.283255
Step: 28900, Train_loss:0.192046
Step: 28950, Train_loss:0.245207
Step: 29000, Train_loss:0.279944
Step: 29050, Train_loss:0.291403
Step: 29100, Train_loss:0.257204
Step: 29150, Train_loss:0.250296
Step: 29200, Train_loss:0.190652
Step: 29250, Train_loss:0.233235
Step: 29300, Train_loss:0.203235
Step: 29350, Train_loss:0.213077
Step: 29400, Train_loss:0.304138
Step: 29450, Train_loss:0.255898
Step: 29500, Train_loss:0.227083
Step: 29550, Train_loss:0.22859
Step: 29600, Train_loss:0.31614
Step: 29650, Train_loss:0.219718
Step: 29700, Train_loss:0.267812
Step: 29750, Train_loss:0.267574
Step: 29800, Train_loss:0.281009
Step: 29850, Train_loss:0.248539
Step: 29900, Train_loss:0.265302
Step: 29950, Train_loss:0.211092
Step: 30000, Train_loss:0.195291
2018-10-24 23:35:50.014949 ---> Validation_loss: 0.847646
* test result update.
Step: 30050, Train_loss:0.274391
Step: 30100, Train_loss:0.265616
Step: 30150, Train_loss:0.190803
Step: 30200, Train_loss:0.232133
Step: 30250, Train_loss:0.23598
Step: 30300, Train_loss:0.210323
Step: 30350, Train_loss:0.244238
Step: 30400, Train_loss:0.278066
Step: 30450, Train_loss:0.318701
Step: 30500, Train_loss:0.243026
Step: 30550, Train_loss:0.234295
Step: 30600, Train_loss:0.235768
Step: 30650, Train_loss:0.227905
Step: 30700, Train_loss:0.228962
Step: 30750, Train_loss:0.225273
Step: 30800, Train_loss:0.213885
Step: 30850, Train_loss:0.255978
Step: 30900, Train_loss:0.1888
Step: 30950, Train_loss:0.241051
Step: 31000, Train_loss:0.239585
Step: 31050, Train_loss:0.186366
Step: 31100, Train_loss:0.249194
Step: 31150, Train_loss:0.216131
Step: 31200, Train_loss:0.199388
Step: 31250, Train_loss:0.222036
Step: 31300, Train_loss:0.278864
Step: 31350, Train_loss:0.252318
****************** Epochs completed: 40******************
Step: 31400, Train_loss:0.286094
Step: 31450, Train_loss:0.211057
Step: 31500, Train_loss:0.203929
Step: 31550, Train_loss:0.254847
Step: 31600, Train_loss:0.191305
Step: 31650, Train_loss:0.190111
Step: 31700, Train_loss:0.272466
Step: 31750, Train_loss:0.225217
Step: 31800, Train_loss:0.214276
Step: 31850, Train_loss:0.270601
Step: 31900, Train_loss:0.230045
Step: 31950, Train_loss:0.255872
Step: 32000, Train_loss:0.202916
Step: 32050, Train_loss:0.195766
Step: 32100, Train_loss:0.228107
Step: 32150, Train_loss:0.192995
Step: 32200, Train_loss:0.190584
Step: 32250, Train_loss:0.223513
Step: 32300, Train_loss:0.254351
Step: 32350, Train_loss:0.193401
Step: 32400, Train_loss:0.256964
Step: 32450, Train_loss:0.191675
Step: 32500, Train_loss:0.237184
Step: 32550, Train_loss:0.237636
Step: 32600, Train_loss:0.239588
Step: 32650, Train_loss:0.230859
Step: 32700, Train_loss:0.227601
Step: 32750, Train_loss:0.264757
Step: 32800, Train_loss:0.211033
Step: 32850, Train_loss:0.252798
Step: 32900, Train_loss:0.275271
Step: 32950, Train_loss:0.207011
Step: 33000, Train_loss:0.2374
Step: 33050, Train_loss:0.207512
Step: 33100, Train_loss:0.30356
Step: 33150, Train_loss:0.190992
Step: 33200, Train_loss:0.238854
Step: 33250, Train_loss:0.254347
Step: 33300, Train_loss:0.245202
Step: 33350, Train_loss:0.228952
Step: 33400, Train_loss:0.229611
Step: 33450, Train_loss:0.17774
Step: 33500, Train_loss:0.215593
Step: 33550, Train_loss:0.208838
Step: 33600, Train_loss:0.224618
Step: 33650, Train_loss:0.19955
Step: 33700, Train_loss:0.215028
Step: 33750, Train_loss:0.207747
Step: 33800, Train_loss:0.288966
Step: 33850, Train_loss:0.263938
Step: 33900, Train_loss:0.274347
Step: 33950, Train_loss:0.225145
Step: 34000, Train_loss:0.250692
Step: 34050, Train_loss:0.263101
Step: 34100, Train_loss:0.23707
Step: 34150, Train_loss:0.27236
Step: 34200, Train_loss:0.185973
Step: 34250, Train_loss:0.205233
Step: 34300, Train_loss:0.245718
Step: 34350, Train_loss:0.202278
Step: 34400, Train_loss:0.180427
Step: 34450, Train_loss:0.264835
Step: 34500, Train_loss:0.225971
Step: 34550, Train_loss:0.244414
Step: 34600, Train_loss:0.218897
Step: 34650, Train_loss:0.208276
Step: 34700, Train_loss:0.196108
Step: 34750, Train_loss:0.200092
Step: 34800, Train_loss:0.264969
Step: 34850, Train_loss:0.223847
Step: 34900, Train_loss:0.224957
Step: 34950, Train_loss:0.232774
Step: 35000, Train_loss:0.249315
2018-10-25 00:03:17.163100 ---> Validation_loss: 1.19675
* test result update.
Step: 35050, Train_loss:0.199057
Step: 35100, Train_loss:0.206572
Step: 35150, Train_loss:0.191805
Step: 35200, Train_loss:0.20608
Step: 35250, Train_loss:0.239938
Step: 35300, Train_loss:0.226084
Step: 35350, Train_loss:0.268743
Step: 35400, Train_loss:0.23745
Step: 35450, Train_loss:0.172918
Step: 35500, Train_loss:0.253781
Step: 35550, Train_loss:0.182578
Step: 35600, Train_loss:0.177457
Step: 35650, Train_loss:0.213847
Step: 35700, Train_loss:0.260949
Step: 35750, Train_loss:0.239634
Step: 35800, Train_loss:0.282614
Step: 35850, Train_loss:0.25453
Step: 35900, Train_loss:0.239347
Step: 35950, Train_loss:0.232475
Step: 36000, Train_loss:0.19555
Step: 36050, Train_loss:0.204132
Step: 36100, Train_loss:0.24175
Step: 36150, Train_loss:0.248932
Step: 36200, Train_loss:0.209103
Step: 36250, Train_loss:0.233897
Step: 36300, Train_loss:0.27055
Step: 36350, Train_loss:0.256787
Step: 36400, Train_loss:0.162448
Step: 36450, Train_loss:0.20418
Step: 36500, Train_loss:0.180824
Step: 36550, Train_loss:0.187794
Step: 36600, Train_loss:0.180515
Step: 36650, Train_loss:0.24719
Step: 36700, Train_loss:0.270784
Step: 36750, Train_loss:0.225494
Step: 36800, Train_loss:0.244013
Step: 36850, Train_loss:0.288455
Step: 36900, Train_loss:0.168938
Step: 36950, Train_loss:0.184916
Step: 37000, Train_loss:0.287413
Step: 37050, Train_loss:0.192753
Step: 37100, Train_loss:0.225495
Step: 37150, Train_loss:0.233182
Step: 37200, Train_loss:0.319554
Step: 37250, Train_loss:0.202838
Step: 37300, Train_loss:0.198578
Step: 37350, Train_loss:0.198738
Step: 37400, Train_loss:0.258944
Step: 37450, Train_loss:0.202059
Step: 37500, Train_loss:0.204338
Step: 37550, Train_loss:0.206306
Step: 37600, Train_loss:0.207581
Step: 37650, Train_loss:0.177455
Step: 37700, Train_loss:0.212313
Step: 37750, Train_loss:0.21688
Step: 37800, Train_loss:0.211002
Step: 37850, Train_loss:0.214237
Step: 37900, Train_loss:0.228095
Step: 37950, Train_loss:0.170974
Step: 38000, Train_loss:0.250476
Step: 38050, Train_loss:0.233776
